id,pesofitc,qf1,qf2,qf3_1,qf3_3,qf3_4,qf3_6,qf3_7,qf3_8,qf3_99,qf4,qf8,qf9_1,qf9_2,qf9_3,qf9_4,qf9_5,qf9_6,qf9_7,qf9_8,qf9_9,qf9_10,qf9_99,qprod1c_1,qprod1c_2,qprod1c_10,qprod1c_11,qprod1c_12,qprod1c_3,qprod1c_5,qprod1c_6,qprod1c_14,qprod1c_7,qprod1c_8,qprod1c_99,qprod1_d,qprod2,qprod3_1,qprod3_2,qprod3_3,qprod3_4,qprod3_5,qprod3_6,qprod3_7,qprod3_8,qprod3_9,qprod3_10,qprod3_11,qprod3_12,qprod3_13,qprod3_14,qprod3_15,qprod3_16,qprod3_17,qprod3_18,qprod3_99,qf10_1,qf10_2,qf10_3,qf10_4,qf10_5,qf10_6,qf10_7,qf10_8,qf10_9,qf10_10,qf10_11,qf10_12,qprod4_1,qprod4_2,qprod4_3,qk1,qf11,qf12_1_a,qf12_1_b,qf12_1_c,qf12_2_d,qf12_3_e,qf12_3_f,qf12_3_g,qf12_4_k,qf12_4_l,qf12_5_m,qf12_5_o,qf12_6_p,qf12_6_q,qf12_7_r,qf12_97,qf12_99,qf13,qk3,qk4,qk5,qk6,qk7_1,qk7_2,qk7_3,qd1,qd5b,qd7,qd9,qd10,qd12,SM,AREA5
687133,0.933606458,2,1,0,1,1,0,0,0,0,-98,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,1,5,3,2,2,3,3,5,3,1,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,-97,-97,2,1,1,0,0,4,58,3,4,1,1,1
687134,1.490156044,2,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,3,1,5,1,5,2,3,3,5,3,1,0,0,-99,0,,,,,,,,,,,,,,,,,-99,2,0,102,3,1,1,1,1,4,47,4,2,1,1,1
687135,0.933606458,2,1,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,3,1,5,2,4,2,5,3,5,2,1,0,0,4,0,,,,,,,,,,,,,,,,,5,2,-97,102,3,1,0,1,0,2,53,3,4,1,1,1
687136,0.933606458,2,1,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1,1,2,2,3,3,3,2,5,4,1,0,0,4,0,,,,,,,,,,,,,,,,,5,2,-97,102,3,1,1,1,0,3,57,3,2,1,1,1
687137,1.576840745,2,1,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,4,4,4,3,3,3,5,3,-97,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97,2,-99,-97,-97,1,-99,1,0,4,47,4,4,1,1,1
687138,1.25053724,2,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,4,2,4,3,3,3,5,3,1,0,0,3,0,,,,,,,,,,,,,,,,,5,2,0,102,3,1,1,0,1,4,64,4,6,1,1,1
687139,0.987107316,2,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,3,4,1,4,3,3,2,-97,1,0,3,0,,,,,,,,,,,,,,,,,5,2,0,110,2,0,0,1,1,2,44,1,2,1,1,1
687140,1.867759557,2,1,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,4,1,3,3,2,2,3,3,1,1,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,-97,3,0,1,1,1,4,38,4,2,1,1,1
687141,0.976713773,2,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,-99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,1,3,3,4,3,4,3,2,2,1,0,0,3,0,,,,,,,,,,,,,,,,,5,-99,-99,102,3,0,-97,1,1,5,46,3,2,1,1,1
687142,0.976713773,2,1,0,1,0,0,0,0,0,-98,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,99,-99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1,2,3,3,2,3,1,4,3,3,0,1,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,102,3,1,0,1,1,3,46,3,2,1,1,1
687143,1.033530736,2,1,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,2,3,3,2,1,1,2,3,3,1,0,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,102,3,0,0,1,0,5,42,3,1,1,1,1
687144,0.475204662,2,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,4,2,4,2,-97,3,4,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,-97,3,0,0,1,0,2,53,3,4,1,1,2
687145,0.802610208,2,1,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,2,1,4,2,3,1,2,1,4,3,1,0,1,3,0,,,,,,,,,,,,,,,,,5,2,-97,-97,3,1,1,0,0,3,47,4,2,1,1,2
687157,2.693958621,3,-99,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,3,5,1,1,-97,1,1,2,1,1,3,0,0,0,-97,0,,,,,,,,,,,,,,,,,-97,1,-97,100,1,-97,-97,-97,1,4,18,4,9,1,1,2
687159,1.789719713,3,1,1,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,-99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,1,2,4,2,2,3,1,4,5,1,-97,0,0,4,0,,,,,,,,,,,,,,,,,-99,2,-97,120,1,-97,1,0,0,2,31,3,5,1,1,2
687161,1.691332277,2,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,-99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,4,1,2,1,2,4,1,4,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,-97,110,2,-97,1,0,1,3,37,3,5,1,1,2
687163,2.02570586,2,-99,0,0,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,3,1,3,2,5,3,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,-97,-97,110,2,0,-97,0,1,2,76,4,6,1,1,2
687164,2.17851342,2,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,-99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,4,2,4,2,3,2,2,2,4,4,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,-97,-97,110,1,1,1,0,0,2,44,4,2,1,1,2
687165,1.132412355,2,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,5,3,2,3,3,4,3,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,2,-99,110,1,1,1,0,1,2,60,3,2,1,1,2
687166,1.808764727,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,-99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,3,1,4,1,4,5,5,1,0,0,0,3,0,,,,,,,,,,,,,,,,,-99,2,-97,110,2,-97,1,0,0,3,39,1,2,1,1,2
687174,1.834593432,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,5,4,5,3,3,4,3,4,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,102,1,1,1,-97,1,2,71,4,6,1,1,2
687175,1.564705055,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,4,3,4,3,3,3,4,4,0,0,0,3,0,,,,,,,,,,,,,,,,,4,2,0,102,1,1,1,-97,1,2,69,4,6,1,1,2
687176,1.655726388,2,0,0,0,0,0,0,1,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,4,4,5,3,3,3,4,4,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,102,1,1,1,-97,0,2,68,4,6,1,1,2
687177,1.655726388,2,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,5,3,4,3,3,3,3,4,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-97,102,1,1,1,-97,0,2,68,4,6,1,1,2
687178,1.103935295,2,1,0,1,0,0,0,0,0,1,-97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,2,4,3,4,3,4,4,4,3,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,0,102,1,1,1,0,1,3,53,3,2,1,1,2
687179,1.782231601,1,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,3,4,5,4,4,3,2,2,3,5,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,-97,102,1,1,1,-97,0,2,52,4,2,1,1,2
687181,1.293180815,2,1,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,4,3,2,4,4,5,3,4,4,5,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,2,-97,102,1,1,1,-97,0,3,45,3,4,1,1,2
687182,0.532486218,2,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,3,2,2,3,2,2,1,1,1,3,0,,,,,,,,,,,,,,,,,3,2,-97,102,1,1,1,1,0,3,48,3,2,1,1,2
687183,0.658474639,3,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,3,2,2,2,3,1,1,1,1,2,0,,,,,,,,,,,,,,,,,3,2,-97,102,2,1,1,0,1,3,22,1,9,1,1,2
687184,0.658474639,2,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,3,3,3,2,2,2,3,2,1,1,1,1,0,,,,,,,,,,,,,,,,,1,2,0,102,1,0,1,1,1,4,20,1,9,1,1,2
687185,0.481004148,2,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,2,2,1,2,3,2,2,1,2,3,2,1,1,1,1,0,,,,,,,,,,,,,,,,,3,2,-97,102,1,1,0,0,0,2,51,3,2,1,1,2
687186,0.532486218,2,0,0,1,0,0,0,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,3,1,3,1,2,2,2,2,2,1,1,1,1,0,,,,,,,,,,,,,,,,,2,2,0,120,2,0,0,1,0,3,48,3,1,1,1,2
687187,0.658474639,3,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,2,2,1,2,2,2,3,0,1,1,1,0,,,,,,,,,,,,,,,,,3,2,-97,112,1,0,1,1,1,3,22,1,9,1,1,2
687188,0.454561592,1,0,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,4,3,4,3,3,3,4,1,1,1,2,0,,,,,,,,,,,,,,,,,2,2,0,102,1,1,0,1,1,3,56,3,2,1,1,2
687189,0.755420825,2,0,1,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,3,3,3,3,2,2,3,4,5,2,1,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,102,1,0,1,0,1,2,72,4,6,1,1,2
687190,0.503213504,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,2,2,1,3,2,2,1,1,0,3,0,,,,,,,,,,,,,,,,,2,3,0,102,1,0,1,0,1,3,48,3,2,1,1,2
687191,0.696779135,2,1,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,3,2,3,2,3,1,1,1,1,0,,,,,,,,,,,,,,,,,2,2,0,102,1,1,1,1,0,3,26,3,2,1,1,2
687192,0.755420825,2,1,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,4,4,3,2,4,3,3,2,3,3,3,0,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,102,1,0,1,1,1,2,71,5,6,1,1,2
687195,0.681769689,2,1,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,2,3,3,3,2,2,2,2,2,1,1,1,3,0,,,,,,,,,,,,,,,,,5,2,0,102,1,0,1,1,0,2,62,4,6,1,1,2
687197,0.696779135,3,0,0,0,0,0,0,1,0,-97,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,3,3,1,2,2,2,3,1,2,1,2,1,0,1,1,0,,,,,,,,,,,,,,,,,3,2,0,102,1,0,1,1,0,3,20,1,9,1,1,2
687198,0.733860071,2,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,2,2,3,3,4,3,1,0,1,2,0,,,,,,,,,,,,,,,,,4,2,0,102,1,0,1,1,0,2,55,4,2,1,1,2
687199,0.63072712,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,2,2,3,2,2,2,3,2,3,0,0,0,2,0,,,,,,,,,,,,,,,,,3,1,-97,102,2,1,0,1,1,3,33,3,2,1,1,2
687200,0.481004148,2,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,2,2,3,3,3,2,1,1,1,1,0,,,,,,,,,,,,,,,,,3,2,0,112,1,1,1,1,0,3,51,3,2,1,1,2
687202,0.6674175,2,0,1,1,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,3,2,2,2,1,1,0,3,0,,,,,,,,,,,,,,,,,2,2,0,102,1,1,0,1,0,3,35,3,2,1,1,2
687217,0.778167681,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,3,0,,,,,,,,,,,,,,,,,-97,2,0,102,3,1,1,1,0,1,62,4,2,1,1,3
687218,0.71990801,2,1,0,1,0,0,0,0,0,0,-97,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3,1,1,3,1,1,1,3,4,4,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,-97,-97,102,3,0,0,0,1,2,36,3,2,1,1,3
687220,2.495214776,1,1,1,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,3,5,2,0,0,0,4,0,,,,,,,,,,,,,,,,,5,2,-97,102,3,0,1,0,1,1,60,4,2,1,1,3
687221,2.842101528,2,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4,0,,,,,,,,,,,,,,,,,5,2,0,102,3,1,1,1,0,2,54,4,2,1,1,3
687222,3.095789102,2,1,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,4,3,3,3,3,4,3,1,1,0,4,0,,,,,,,,,,,,,,,,,5,3,0,102,3,1,1,1,0,2,70,5,6,1,1,3
687223,3.095789102,2,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,4,-99,,,,,,,,,,,,,,,,,5,3,-97,102,3,1,0,0,0,2,75,5,6,1,1,3
687224,2.925602257,2,0,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,2,4,3,4,3,3,3,3,3,3,4,0,0,1,4,0,,,,,,,,,,,,,,,,,2,2,0,102,3,1,1,1,1,2,85,5,6,1,1,3
687225,2.685860816,2,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,0,,,,,,,,,,,,,,,,,5,3,-99,102,3,0,0,1,1,3,58,4,6,1,1,3
687226,0.912390045,2,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,4,4,4,3,3,3,3,3,3,3,0,1,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,3,0,1,0,0,2,78,5,6,1,1,3
687227,2.495214776,1,0,1,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,-99,,,,,,,,,,,,,,,,,-99,3,0,102,3,0,0,0,1,2,62,4,6,1,1,3
687228,0.761786182,2,0,1,1,0,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,0,,,,,,,,,,,,,,,,,5,3,0,102,3,1,1,0,0,2,35,3,2,1,1,3
687229,0.927274483,2,1,1,1,0,0,0,0,0,1,6,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,4,3,3,3,3,3,3,3,3,4,0,0,0,4,0,,,,,,,,,,,,,,,,,3,2,-97,102,3,0,0,0,0,3,46,4,4,1,1,3
687231,0.912390045,1,1,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,1,1,5,0,,,,,,,,,,,,,,,,,5,3,-99,102,3,1,1,0,0,2,82,5,6,1,1,3
687233,2.379098589,2,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,4,3,3,4,4,5,4,0,0,0,3,0,,,,,,,,,,,,,,,,,4,2,-97,102,3,1,1,0,1,2,46,4,2,1,1,3
687234,2.340909741,1,1,1,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,3,4,4,4,3,4,3,3,3,3,0,0,1,4,0,,,,,,,,,,,,,,,,,5,3,0,102,3,1,1,1,1,1,82,5,6,1,1,3
687235,2.477084111,2,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,4,4,3,3,4,4,3,3,3,4,4,0,0,0,4,0,,,,,,,,,,,,,,,,,5,3,-97,102,3,0,1,0,0,2,74,5,6,1,1,3
687236,2.477084111,2,1,1,1,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,4,4,4,2,2,2,2,2,2,2,0,0,0,5,-99,,,,,,,,,,,,,,,,,5,3,0,102,3,1,1,0,0,3,81,5,6,1,1,3
687237,2.274096944,-99,-99,0,0,0,0,0,1,0,-98,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,2,3,3,2,2,3,3,3,2,3,2,0,0,-95,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,102,3,1,1,0,0,2,58,5,4,1,1,3
687238,2.112678462,-99,0,1,1,0,0,0,0,0,-99,-99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,3,3,4,3,3,4,3,3,0,0,0,5,0,,,,,,,,,,,,,,,,,5,3,-97,100,3,1,1,1,0,2,69,5,6,1,1,3
687239,2.340909741,2,1,1,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,3,3,5,3,3,2,3,2,5,3,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,-97,100,3,1,1,1,1,3,74,5,6,1,1,3
687240,1.098351741,2,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,2,3,2,3,2,2,3,3,3,3,0,0,0,3,0,,,,,,,,,,,,,,,,,5,3,0,102,3,1,1,0,1,3,38,4,2,1,1,3
687241,0.761786182,-99,-99,1,1,0,0,0,0,0,0,-99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,-97,102,3,1,1,0,0,3,37,3,2,0,1,3
687242,0.912390045,1,1,1,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,3,4,4,1,5,3,3,2,3,3,5,3,0,-95,0,3,0,,,,,,,,,,,,,,,,,5,3,-99,102,3,1,1,0,0,1,80,5,6,1,1,3
